CustomerId,CustomerKey,LocationId
AW00011873,11873,289
AW00011874,11874,75
AW00011875,11875,2
AW00011876,11876,224
AW00011877,11877,246
AW00011878,11878,301
AW00011879,11879,17
AW00011880,11880,274
AW00011881,11881,150
AW00011882,11882,177
AW00011883,11883,210
AW00011884,11884,301
AW00011885,11885,106
AW00011886,11886,190
AW00011887,11887,62
AW00011888,11888,258
AW00011889,11889,162
AW00011890,11890,203
AW00011891,11891,90
AW00011892,11892,285
AW00011893,11893,256
AW00011894,11894,29
AW00011895,11895,103
AW00011896,11896,323
AW00011897,11897,208
AW00011898,11898,170
AW00011899,11899,320
AW00011900,11900,179
AW00011901,11901,310
AW00011902,11902,245
AW00011903,11903,148
AW00011904,11904,234
AW00011905,11905,248
AW00011906,11906,170
AW00011907,11907,305
AW00011908,11908,208
AW00011909,11909,294
AW00011910,11910,140
AW00011911,11911,234
AW00011912,11912,127
AW00011913,11913,298
AW00011914,11914,321
AW00011915,11915,321
AW00011916,11916,11
AW00011917,11917,310
AW00011918,11918,306
AW00011919,11919,294
AW00011920,11920,170
AW00011921,11921,88
AW00011922,11922,324
AW00011923,11923,216
AW00011924,11924,152
AW00011925,11925,67
AW00011926,11926,4
AW00011927,11927,136
AW00011928,11928,326
AW00011929,11929,58
AW00011930,11930,184
AW00011931,11931,205
AW00011932,11932,190
AW00011933,11933,67
AW00011934,11934,210
AW00011935,11935,42
AW00011936,11936,275
AW00011937,11937,274
AW00011938,11938,115
AW00011939,11939,47
AW00011940,11940,75
AW00011941,11941,247
AW00011942,11942,179
AW00011943,11943,11
AW00011944,11944,229
AW00011945,11945,133
AW00011946,11946,256
AW00011947,11947,285
AW00011948,11948,58
AW00011949,11949,81
AW00011950,11950,62
AW00011951,11951,332
AW00011952,11952,234
AW00011953,11953,211
AW00011954,11954,53
AW00011955,11955,53
AW00011956,11956,90
AW00011957,11957,275
AW00011958,11958,60
AW00011959,11959,3
AW00011960,11960,275
AW00011961,11961,203
AW00011962,11962,15
AW00011963,11963,306
AW00011964,11964,195
AW00011965,11965,1
AW00011966,11966,70
AW00011967,11967,29
AW00011968,11968,187
AW00011969,11969,73
AW00011970,11970,196
AW00011971,11971,153
AW00011972,11972,277
AW00011973,11973,260
AW00011974,11974,203
AW00011975,11975,151
AW00011976,11976,184
AW00011977,11977,179
AW00011978,11978,153
AW00011979,11979,324
AW00011980,11980,190
AW00011981,11981,322
AW00011982,11982,284
AW00011983,11983,15
AW00011984,11984,312
AW00011985,11985,17
AW00011986,11986,234
AW00011987,11987,208
AW00011988,11988,140
AW00011989,11989,233
AW00011990,11990,179
AW00011991,11991,187
AW00011992,11992,170
AW00011993,11993,140
AW00011994,11994,127
AW00011995,11995,30
AW00011996,11996,148
AW00011997,11997,306
AW00011998,11998,233
AW00011999,11999,179
AW00012000,12000,148
AW00012001,12001,140
AW00012002,12002,276
AW00012003,12003,29
AW00012004,12004,320
AW00012005,12005,233
AW00012006,12006,127
AW00012007,12007,170
AW00012008,12008,29
AW00012009,12009,163
AW00012010,12010,127
AW00012011,12011,70
AW00012012,12012,306
AW00012013,12013,30
AW00012014,12014,70
AW00012015,12015,235
AW00012016,12016,236
AW00012017,12017,240
AW00012018,12018,284
AW00012019,12019,81
AW00012020,12020,240
AW00012021,12021,323
AW00012022,12022,247
AW00012023,12023,236
AW00012024,12024,96
AW00012025,12025,57
AW00012026,12026,219
AW00012027,12027,260
AW00012028,12028,3
AW00012029,12029,15
AW00012030,12030,122
AW00012031,12031,258
AW00012032,12032,82
AW00012033,12033,60
AW00012034,12034,88
AW00012035,12035,248
AW00012036,12036,294
AW00012037,12037,148
AW00012038,12038,310
AW00012039,12039,70
AW00012040,12040,284
AW00012041,12041,54
AW00012042,12042,68
AW00012043,12043,153
AW00012044,12044,107
AW00012045,12045,51
AW00012046,12046,198
AW00012047,12047,219
AW00012048,12048,57
AW00012049,12049,267
AW00012050,12050,235
AW00012051,12051,216
AW00012052,12052,20
AW00012053,12053,334
AW00012054,12054,19
AW00012055,12055,89
AW00012056,12056,86
AW00012057,12057,54
AW00012058,12058,153
AW00012059,12059,260
AW00012060,12060,304
AW00012061,12061,82
AW00012062,12062,198
AW00012063,12063,67
AW00012064,12064,117
AW00012065,12065,122
AW00012066,12066,267
AW00012067,12067,20
AW00012068,12068,246
AW00012069,12069,151
AW00012070,12070,90
AW00012071,12071,90
AW00012072,12072,186
AW00012073,12073,186
AW00012074,12074,312
AW00012075,12075,122
AW00012076,12076,153
AW00012077,12077,220
AW00012078,12078,68
AW00012079,12079,216
AW00012080,12080,258
AW00012081,12081,312
AW00012082,12082,309
AW00012083,12083,277
AW00012084,12084,211
AW00012085,12085,295
AW00012086,12086,82
AW00012087,12087,186
AW00012088,12088,274
AW00012089,12089,86
AW00012090,12090,82
AW00012091,12091,17
AW00012092,12092,210
AW00012093,12093,90
AW00012094,12094,3
AW00012095,12095,235
AW00012096,12096,198
AW00012097,12097,220
AW00012098,12098,114
AW00012099,12099,68
AW00012100,12100,334
AW00012101,12101,246
AW00012102,12102,152
AW00012103,12103,224
AW00012104,12104,205
AW00012105,12105,75
AW00012106,12106,312
AW00012107,12107,324
AW00012108,12108,54
AW00012109,12109,114
AW00012110,12110,106
AW00012111,12111,153
AW00012112,12112,107
AW00012113,12113,2
AW00012114,12114,145
AW00012115,12115,42
AW00012116,12116,295
AW00012117,12117,177
AW00012118,12118,15
AW00012119,12119,203
AW00012120,12120,122
AW00012121,12121,211
AW00012122,12122,303
AW00012123,12123,159
AW00012124,12124,77
AW00012125,12125,226
AW00012126,12126,33
AW00012127,12127,222
AW00012128,12128,214
AW00012128,12128,12
AW00012129,12129,194
AW00012130,12130,18
AW00012131,12131,222
AW00012132,12132,27
AW00012133,12133,131
AW00012134,12134,45
AW00012135,12135,326
AW00012136,12136,258
AW00012137,12137,152
AW00012138,12138,17
AW00012139,12139,67
AW00012140,12140,171
AW00012141,12141,17
AW00012142,12142,211
AW00012143,12143,96
AW00012144,12144,96
AW00012145,12145,165
AW00012146,12146,133
AW00012147,12147,244
AW00012148,12148,274
AW00012149,12149,196
AW00012150,12150,326
AW00012151,12151,3
AW00012152,12152,3
AW00012153,12153,224
AW00012154,12154,171
AW00012155,12155,68
AW00012156,12156,334
AW00012157,12157,235
AW00012158,12158,304
AW00012159,12159,171
AW00012160,12160,17
AW00012161,12161,68
AW00012162,12162,231
AW00012163,12163,249
AW00012164,12164,289
AW00012165,12165,2
AW00012166,12166,86
AW00012167,12167,177
AW00012168,12168,277
AW00012169,12169,62
AW00012170,12170,53
AW00012171,12171,3
AW00012172,12172,246
AW00012173,12173,246
AW00012174,12174,81
AW00012175,12175,249
AW00012176,12176,274
AW00012177,12177,312
AW00012178,12178,295
AW00012179,12179,42
AW00012180,12180,17
AW00012181,12181,205
AW00012182,12182,258
AW00012183,12183,304
AW00012184,12184,4
AW00012185,12185,68
AW00012186,12186,203
AW00012187,12187,90
AW00012188,12188,151
AW00012189,12189,267
AW00012190,12190,166
AW00012191,12191,219
AW00012192,12192,67
AW00012193,12193,89
AW00012194,12194,166
AW00012195,12195,216
AW00012196,12196,303
AW00012197,12197,51
AW00012198,12198,211
AW00012199,12199,165
AW00012200,12200,236
AW00012201,12201,106
AW00012202,12202,304
AW00012203,12203,240
AW00012204,12204,17
AW00012205,12205,334
AW00012206,12206,107
AW00012207,12207,122
AW00012208,12208,67
AW00012209,12209,15
AW00012210,12210,33
AW00012211,12211,55
AW00012212,12212,63
AW00012213,12213,314
AW00012213,12213,264
AW00012213,12213,217
AW00012214,12214,126
AW00012215,12215,172
AW00012216,12216,52
AW00012217,12217,63
AW00012218,12218,129
AW00012219,12219,120
AW00012220,12220,300
AW00012221,12221,141
AW00012222,12222,125
AW00012223,12223,66
AW00012224,12224,126
AW00012225,12225,292
AW00012226,12226,308
AW00012227,12227,336
AW00012228,12228,280
AW00012228,12228,36
AW00012229,12229,226
AW00012230,12230,297
AW00012231,12231,23
AW00012232,12232,188
AW00012233,12233,172
AW00012234,12234,110
AW00012235,12235,201
AW00012236,12236,297
AW00012237,12237,257
AW00012238,12238,149
AW00012239,12239,172
AW00012240,12240,1
AW00012241,12241,305
AW00012242,12242,328
AW00012243,12243,234
AW00012244,12244,285
AW00012245,12245,285
AW00012246,12246,320
AW00012247,12247,310
AW00012248,12248,234
AW00012249,12249,1
AW00012250,12250,170
AW00012251,12251,195
AW00012252,12252,148
AW00012253,12253,184
AW00012254,12254,91
